Header line 1
Header line 2
Header line 3
Number of nodes: 303
Header line 5
Header line 5
1 73.15397767728054 37.13975100063551
2 79.05349200609348 40.54583718646372
3 84.95300633490642 43.95192337229193
4 90.85252066371937 47.35800955812014
5 96.75203499253232 50.764095743948346
6 102.65154932134526 54.17018192977656
7 108.5510636501582 57.57626811560477
8 114.45057797897115 60.98235430143298
9 120.3500923077841 64.38844048726119
10 126.24960663659704 67.7945266730894
11 67.25446334846758 33.7336648148073
12 61.35494901965464 30.32757862897909
13 55.4554346908417 26.921492443150882
14 49.55592036202876 23.515406257322674
15 43.65640603321581 20.109320071494462
16 37.75689170440286 16.703233885666258
17 31.85737737558992 13.297147699838046
18 25.95786304677697 9.891061514009834
19 20.058348717964023 6.484975328181626
20 79.05349200609348 33.733664814807305
21 84.95300633490642 37.13975100063551
22 90.85252066371937 40.54583718646372
23 96.75203499253232 43.95192337229193
24 102.65154932134526 47.358009558120145
25 108.5510636501582 50.76409574394835
26 114.45057797897115 54.17018192977656
27 120.35009230778411 57.57626811560477
28 126.24960663659704 60.982354301432984
29 132.14912096541 64.38844048726119
30 138.04863529422292 67.7945266730894
31 73.15397767728054 30.327578628979094
32 67.25446334846758 26.921492443150882
33 61.35494901965464 23.515406257322674
34 55.4554346908417 20.109320071494466
35 49.55592036202876 16.703233885666258
36 43.65640603321581 13.297147699838046
37 37.75689170440286 9.891061514009834
38 31.85737737558992 6.48497532818163
39 84.95300633490643 30.327578628979094
40 90.85252066371937 33.733664814807305
41 96.75203499253232 37.13975100063551
42 102.65154932134526 40.54583718646372
43 108.5510636501582 43.95192337229193
44 114.45057797897115 47.358009558120145
45 120.35009230778408 50.76409574394835
46 126.24960663659704 54.17018192977656
47 132.14912096541 57.576268115604776
48 138.04863529422292 60.982354301432984
49 79.05349200609348 26.921492443150886
50 73.15397767728054 23.515406257322674
51 67.2544633484676 20.10932007149447
52 61.35494901965464 16.703233885666258
53 55.4554346908417 13.297147699838046
54 49.55592036202875 9.891061514009838
55 43.65640603321581 6.48497532818163
56 90.85252066371937 26.92149244315089
57 96.75203499253232 30.327578628979094
58 102.65154932134526 33.733664814807305
59 108.55106365015821 37.13975100063551
60 114.45057797897115 40.54583718646373
61 120.3500923077841 43.95192337229194
62 126.24960663659704 47.358009558120145
63 132.14912096541 50.76409574394836
64 138.04863529422292 54.17018192977656
65 84.95300633490643 23.515406257322674
66 79.05349200609348 20.10932007149447
67 73.15397767728054 16.703233885666258
68 67.2544633484676 13.29714769983805
69 61.35494901965465 9.891061514009838
70 55.4554346908417 6.48497532818163
71 96.75203499253232 23.51540625732268
72 102.65154932134527 26.92149244315089
73 108.5510636501582 30.327578628979097
74 114.45057797897115 33.73366481480731
75 120.3500923077841 37.13975100063551
76 126.24960663659704 40.54583718646373
77 132.14912096541 43.95192337229194
78 138.04863529422295 47.358009558120145
79 90.85252066371937 20.10932007149447
80 84.95300633490643 16.703233885666258
81 79.05349200609348 13.29714769983805
82 73.15397767728054 9.891061514009841
83 67.2544633484676 6.48497532818163
84 102.65154932134526 20.109320071494473
85 108.5510636501582 23.51540625732268
86 114.45057797897115 26.92149244315089
87 120.3500923077841 30.3275786289791
88 126.24960663659704 33.73366481480731
89 132.14912096541 37.13975100063552
90 138.04863529422292 40.54583718646373
91 96.75203499253232 16.70323388566626
92 90.85252066371937 13.297147699838053
93 84.95300633490642 9.891061514009841
94 79.05349200609348 6.484975328181633
95 108.5510636501582 16.70323388566626
96 114.45057797897115 20.10932007149447
97 120.3500923077841 23.51540625732268
98 126.24960663659705 26.92149244315089
99 132.14912096541 30.3275786289791
100 138.04863529422295 33.73366481480731
101 102.65154932134527 13.297147699838053
102 96.75203499253232 9.891061514009841
103 90.85252066371937 6.48497532818163
104 114.45057797897115 13.297147699838053
105 120.35009230778411 16.70323388566626
106 126.24960663659704 20.109320071494476
107 132.14912096541 23.51540625732268
108 138.04863529422295 26.92149244315089
109 108.5510636501582 9.891061514009845
110 102.65154932134527 6.484975328181633
111 120.3500923077841 9.891061514009845
112 126.24960663659704 13.297147699838053
113 132.14912096541 16.703233885666265
114 138.04863529422295 20.109320071494476
115 114.45057797897115 6.484975328181637
116 126.24960663659704 6.484975328181637
117 132.14912096541 9.891061514009849
118 138.04863529422295 13.29714769983806
119 138.04863529422292 6.484975328181644
120 67.25446334846758 40.545837186463714
121 73.15397767728054 43.95192337229193
122 79.05349200609348 47.35800955812014
123 84.95300633490642 50.764095743948346
124 90.85252066371937 54.17018192977656
125 96.75203499253232 57.57626811560477
126 102.65154932134526 60.98235430143298
127 108.5510636501582 64.38844048726119
128 114.45057797897115 67.7945266730894
129 61.35494901965464 37.139751000635506
130 55.4554346908417 33.7336648148073
131 49.55592036202876 30.32757862897909
132 43.6564060332158 26.921492443150882
133 37.75689170440286 23.51540625732267
134 31.85737737558992 20.109320071494462
135 25.95786304677697 16.703233885666254
136 20.058348717964023 13.297147699838042
137 14.158834389151082 9.891061514009834
138 8.259320060338126 6.484975328181623
139 61.35494901965464 43.95192337229193
140 67.25446334846758 47.35800955812014
141 73.15397767728054 50.764095743948346
142 79.05349200609348 54.170181929776554
